magnitude_mean,magnitude_std,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,genre
-66.04925,15.872495,-185.85484,155.2707,-25.015505,20.559324,-3.8406782,-0.5795834,-4.5737576,-5.901457,-16.531109,-0.44806507,-16.299582,-4.2123995,-16.804682,80.07308,33.917038,23.12285,16.779255,23.88976,13.303342,11.826683,8.416416,10.731461,12.426897,12.275172,11.690463,10.505919,0.19654572,0.2305202,0.42506313,0.26807997,0.2955348,0.18941239,0.28687713,0.2861898,0.25841895,0.36206374,0.2837812,0.4291279,0.16397674,0.21866086,0.3621746,0.21520828,0.34010658,0.20298703,0.28439164,0.27649453,0.25214365,0.35987714,0.22017477,0.39085865,country
-55.44791,16.02369,-96.24628,131.92442,-26.341774,35.975464,-22.810158,14.495444,-11.84588,11.81458,-21.22422,11.547976,-12.930902,7.188191,-13.941331,42.314102,21.130764,17.30225,14.019407,13.382293,12.130069,12.898606,11.151702,10.087971,10.176003,7.4972057,9.71584,8.262272,0.24906102,0.48537517,0.370835,0.23568213,0.32926863,0.30311823,0.4971599,0.2990857,0.32502306,0.4969805,0.29677767,0.25215635,0.19639769,0.31524885,0.3066893,0.19189382,0.28925455,0.22420628,0.3703444,0.24387737,0.2629192,0.35218287,0.21234469,0.26148444,country
-59.992115,15.738753,-167.0067,132.4709,-17.308983,46.921646,-3.638324,20.937962,-8.825932,8.533768,-15.142039,8.106651,-16.94435,6.661936,-10.934709,51.552982,28.163343,21.950579,13.81501,14.218001,12.781122,11.160508,9.6969795,9.765249,9.200512,10.597608,9.930835,7.2353563,0.36868745,0.30234322,0.24075931,0.34533173,0.38447297,0.29474506,0.4551457,0.34046835,0.38598981,0.36533922,0.39404222,0.62097275,0.19386974,0.29808003,0.20296477,0.24684742,0.3220853,0.17329298,0.3186637,0.23261146,0.3139012,0.29885635,0.24246904,0.34788385,country
-62.737076,16.479156,-207.24358,130.93799,-18.507269,33.30124,-3.9344974,15.381376,-6.3937964,2.948602,-16.781153,7.0790553,-8.595193,4.799718,-12.249361,108.57179,28.905178,22.40591,19.232628,21.127989,11.223542,15.394872,11.47535,12.444865,13.542209,11.295612,8.483148,10.93676,0.35178223,0.30713016,0.49475026,0.3416016,0.2651096,0.20205729,0.36185572,0.5634569,0.3419217,0.3790836,0.2828343,0.36833587,0.31897393,0.2395801,0.33832413,0.27650303,0.26226893,0.18642648,0.23469007,0.37577394,0.22266103,0.3257778,0.23242664,0.2794308,country
-53.436413,15.242191,-60.91825,105.47955,-16.908377,40.71573,-15.026839,36.03335,-12.812083,17.487259,-16.74124,11.763029,-10.137154,13.196802,-12.209422,39.81866,17.292246,12.434063,11.142175,8.039524,8.088737,8.25395,7.561853,7.6526036,7.5691586,7.413894,6.9354153,7.3951044,0.21285066,0.29469293,0.31437457,0.4008254,0.63786256,0.30908617,0.34711024,0.45841843,0.3868428,0.54707026,0.31803408,0.2353412,0.21017982,0.2549408,0.2945048,0.26980674,0.32965901,0.20540676,0.2753617,0.3255369,0.23306513,0.31686625,0.21981561,0.19978008,country
-62.555923,17.07514,-183.98439,159.7995,-23.13769,43.02262,-9.470625,8.825905,-1.655859,4.3491726,-13.371262,0.8312216,-13.96949,1.4447737,-7.3807516,79.818214,44.071453,26.534658,24.124975,19.92572,14.555405,13.509423,13.680618,11.643378,11.15363,10.199149,9.894569,9.092842,0.22096492,0.2955117,0.4115092,0.29060352,0.32783225,0.2350111,0.2708343,0.20817915,0.25191802,0.48061174,0.28381398,0.29028642,0.24223953,0.27108264,0.3572966,0.23975997,0.33993912,0.22994089,0.29096854,0.24251632,0.22303726,0.37455282,0.23473775,0.32886496,country
-57.515003,17.00721,-118.21476,152.95572,-46.51243,31.121635,-17.298687,6.282561,-3.69624,13.058594,-13.1422205,15.704863,-13.088502,5.7085395,-10.694908,40.39972,21.516218,15.738981,11.529858,12.410844,11.0047,11.996886,9.514959,9.062223,8.921069,8.8388605,7.905095,7.240041,0.59371907,0.24409163,0.24988937,0.20982851,0.35282922,0.51385874,0.26209056,0.40026113,0.29353994,0.39881778,0.23583937,0.29310352,0.33472103,0.19187938,0.28229147,0.20110275,0.2434795,0.33770233,0.19009446,0.34456447,0.23420155,0.30667296,0.21203376,0.2111144,country
-68.44158,14.431165,-302.41068,150.1164,-3.713836,26.951956,-0.26141486,13.506062,7.233895,4.227106,1.7578517,6.5712256,-0.5007281,7.9061255,1.324704,87.47431,29.03596,27.757318,17.008307,17.981092,12.784856,12.354096,10.65149,10.9616785,10.89862,9.058079,8.991421,8.100143,0.37635124,0.39605963,0.3579744,0.4009655,0.44080025,0.31350362,0.32417843,0.25806653,0.3578649,0.4139413,0.40433106,0.47051847,0.29769006,0.30627954,0.31838042,0.31964996,0.33491567,0.25287873,0.3127376,0.2044405,0.28401867,0.3313341,0.27756146,0.32664645,country
-66.3416,16.089327,-229.05678,180.33003,4.537218,24.171103,1.0911466,4.015373,-6.0064845,1.9028627,-13.1290455,0.015983848,-13.500771,1.5909415,-13.4221525,71.29001,37.87565,26.906088,17.38361,21.223639,13.190174,14.105258,12.7684355,10.705469,14.46009,10.485737,12.127135,9.684863,0.4094695,0.21889393,0.29995793,0.24163806,0.4552445,0.35201657,0.2593188,0.4712801,0.25273412,0.30825508,0.1828661,0.27209115,0.3464007,0.16665192,0.3274897,0.19727495,0.35476124,0.31767598,0.1733826,0.37679967,0.18059286,0.34614235,0.16556533,0.23200247,country
-52.518753,16.302542,-101.020874,111.61904,-13.149069,44.606808,-5.94553,29.338867,-7.9442205,19.591711,-22.431093,17.265936,-17.816374,11.403573,-12.458793,54.40788,28.590403,21.445774,13.29246,14.171545,11.62485,14.542128,10.493704,9.310554,9.8604765,8.532224,6.6665454,7.4131346,0.30158216,0.3503816,0.6031534,0.461113,0.27216116,0.2247253,0.38892514,0.43454397,0.3446586,0.49278086,0.37620053,0.39717695,0.24896184,0.22776349,0.3307429,0.2814071,0.22736228,0.19120313,0.27606198,0.33178636,0.22617628,0.32817096,0.2443855,0.31403854,country
-53.441303,15.489848,-74.15763,107.61035,-21.188368,47.216305,-5.984583,17.79499,-20.406624,14.9786215,-15.971437,15.732458,-14.664344,10.680036,-10.130847,47.03617,23.983786,17.437382,15.989583,14.99208,10.8337965,12.108777,9.151046,10.816352,8.998494,9.463897,7.898693,8.568279,0.32280657,0.3284369,0.34268153,0.36162746,0.50627196,0.30695975,0.28852692,0.31161723,0.41639718,0.547509,0.38754356,0.42334235,0.24872443,0.27053756,0.28047413,0.23589155,0.3369788,0.22454943,0.25240448,0.25780573,0.28555068,0.3537913,0.24813789,0.325302,country
-50.3751,15.448938,-68.57479,101.349686,-16.8994,51.507862,-10.240494,20.057524,-21.787128,15.519599,-18.788992,16.342648,-17.896717,12.110843,-13.195823,38.230812,22.158857,17.369127,17.032995,13.5862665,12.287699,10.960303,9.800937,9.901605,10.049266,9.75479,7.6555805,7.9441543,0.35196632,0.3303465,0.4486076,0.38224414,0.39016148,0.35123378,0.40645978,0.546932,0.373611,0.3780176,0.31411964,0.3569824,0.29106522,0.23698452,0.31168172,0.26279777,0.31138173,0.29616034,0.2711834,0.34004247,0.24508056,0.3060738,0.25361025,0.26453996,country
-59.233906,16.15424,-148.5371,141.28717,-15.9049015,44.66475,0.98706526,13.670251,-13.241112,12.654529,-11.708019,12.162336,-10.482787,9.917886,-5.0692496,62.0991,27.03338,22.004902,16.713173,15.370038,10.550536,11.998334,9.396605,10.583367,10.339824,10.2738285,8.507166,8.023447,0.27000675,0.34188658,0.2411849,0.3190733,0.39754075,0.2486251,0.28922868,0.25571156,0.43294668,0.35623735,0.28159168,0.38755274,0.20900603,0.33692276,0.21281976,0.25990805,0.338885,0.22759347,0.3137587,0.21816956,0.35155302,0.32745007,0.22635052,0.32348698,country
-55.13914,15.574725,-80.23084,108.203285,-23.831284,52.62174,-6.4135385,15.064379,-17.638653,9.731314,-16.172585,8.904531,-15.960604,8.001686,-10.708485,48.46068,22.721931,16.633245,16.259787,13.997486,11.663206,11.507214,10.13517,10.016414,11.03308,9.557092,8.903515,8.504673,0.34088987,0.27700233,0.4412588,0.27438894,0.29255158,0.22167778,0.26490235,0.4073454,0.28244874,0.39630046,0.2636061,0.3739805,0.31863064,0.21528792,0.32792276,0.2124849,0.30209032,0.23426378,0.24109611,0.35253814,0.22207475,0.3628103,0.21335727,0.32937762,country
-58.42899,15.709648,-146.03407,124.633896,-17.923775,49.246246,-0.1637266,22.783909,-7.1801286,16.748545,-9.713227,15.436434,-7.6325006,10.91541,-3.4583285,56.313244,25.09708,23.15922,16.318424,15.2037735,12.219824,12.543562,9.141679,13.412496,9.898564,9.082305,9.181394,8.925913,0.22526868,0.30707905,0.28534627,0.33594668,0.52139145,0.3409134,0.30447212,0.21874094,0.37236634,0.5061046,0.30825227,0.32915878,0.2062141,0.29753023,0.28102243,0.25169766,0.35393542,0.25709322,0.29856914,0.18889908,0.2713327,0.37817073,0.23378612,0.30062833,country
-54.45579,15.749739,-122.42892,111.49043,-13.700005,53.85051,-2.6792421,19.700176,-14.1241455,13.753135,-14.02773,14.631095,-13.9932375,9.2278385,-10.554294,62.967453,26.77476,19.921103,16.647104,14.911769,13.949823,13.0215845,11.191391,10.60625,9.875609,9.113954,8.964766,8.632045,0.38928846,0.3368094,0.39849022,0.4152907,0.35791427,0.44727147,0.32298812,0.33634323,0.2737431,0.37110844,0.46463317,0.35245973,0.31607032,0.26296148,0.30354974,0.310433,0.26075178,0.34640327,0.25252864,0.31218427,0.22774489,0.28806934,0.34083006,0.25405866,country
-60.695698,16.05715,-170.8428,124.75503,-19.236618,39.212093,-3.766381,15.302872,-12.979197,8.529963,-11.83175,11.324965,-13.776035,3.1141574,-10.082475,75.64571,26.792078,24.191986,19.327055,15.866799,12.428358,11.182379,9.216491,11.375234,12.120076,8.381995,10.709139,8.785832,0.33368462,0.26507562,0.36504486,0.27323356,0.3738971,0.23619255,0.27036816,0.4809884,0.32239208,0.35477126,0.28096238,0.38625187,0.28377777,0.21029466,0.3538816,0.21017165,0.3322858,0.21444568,0.25589725,0.36352566,0.23701088,0.34664875,0.2428911,0.31672832,country
-58.857086,15.16337,-121.95901,123.24601,-8.496771,51.599014,-0.10669004,20.418154,-11.878725,16.262133,-11.528809,11.832639,-8.090614,9.130125,-8.650754,55.206825,21.850498,22.720787,14.866085,13.484143,12.149591,11.30923,9.403013,10.83881,10.724494,9.40635,7.486621,8.723577,0.27203608,0.3312518,0.2600984,0.3852297,0.46315786,0.31484237,0.35692912,0.29846048,0.41974533,0.41716227,0.34193987,0.38298485,0.21742253,0.29323232,0.22568628,0.29170984,0.3387704,0.2255678,0.3091109,0.23668821,0.3139392,0.33084038,0.24176395,0.33060482,country
-63.263958,15.598361,-205.06758,140.98952,-8.963082,36.96881,6.427653,14.869449,-4.316956,12.225616,-11.429148,11.85521,-7.8893847,9.911034,-2.3491359,72.70749,31.935638,21.969284,16.49421,15.819649,12.511969,14.20303,12.194337,12.171879,11.024401,10.064082,10.856208,9.053873,0.28966963,0.39117205,0.3504898,0.2424086,0.29492652,0.2491124,0.26494133,0.21264708,0.35778776,0.5254479,0.3437051,0.34377703,0.28267366,0.33801752,0.3170945,0.2289631,0.31837586,0.26114222,0.28595272,0.2005499,0.2522124,0.36618847,0.24416742,0.32710657,country
-54.38252,16.066536,-91.65495,115.85132,-30.201815,52.284874,-5.0187864,16.96117,-15.656674,13.546171,-12.756252,15.9700365,-11.965697,11.068039,-9.953224,42.00504,24.035374,14.838813,14.837031,15.467931,10.031041,11.123224,9.324362,9.846625,9.554492,8.314336,8.025491,7.8390775,0.29632753,0.33763978,0.24853422,0.39834386,0.4845784,0.36440632,0.4968747,0.3346969,0.41619438,0.2747829,0.32630754,0.47811103,0.20413053,0.29778,0.18831396,0.27135795,0.33413705,0.23112352,0.33970612,0.22002523,0.34313408,0.22453955,0.22151597,0.33514556,country
-61.269802,15.926721,-193.73314,125.576965,-20.9451,46.33686,-2.690848,12.840513,-6.60264,10.736067,-10.919578,6.1234145,-9.441397,5.165986,-3.6614394,71.171814,27.054401,24.235022,17.910662,19.081049,16.647612,12.841038,11.865941,10.865809,11.496014,11.944422,12.668736,9.097444,0.34929872,0.30051622,0.38512784,0.47549275,0.32240692,0.40250954,0.30246976,0.35982415,0.32677528,0.3132939,0.3973396,0.30645955,0.31019092,0.24702679,0.28001004,0.36320412,0.2196219,0.35443485,0.23831366,0.31249234,0.30079037,0.27192378,0.3296227,0.24858095,country
-47.978973,16.143423,-50.79226,96.71365,-24.325329,66.08503,-14.700228,24.393627,-21.029589,12.470779,-18.150885,13.2603655,-12.813219,9.800076,-11.347793,27.101461,15.424848,13.604839,11.866372,8.604852,7.725663,9.260835,8.207771,8.49911,7.4286647,6.718719,6.63562,6.3149347,0.27093804,0.28668204,0.47188655,0.4074885,0.45179564,0.26801983,0.36809754,0.5437892,0.4019444,0.37566772,0.26920852,0.32977515,0.25148246,0.20006707,0.33467966,0.22971416,0.3293504,0.21275504,0.2796107,0.3238378,0.23953037,0.30344415,0.2148457,0.28073344,country
-63.929375,15.057217,-213.623,117.20727,-21.87163,45.657173,-10.280001,5.0579867,-11.914,5.574865,-17.799597,0.1872568,-14.170546,-1.1572205,-10.3049555,64.71288,25.017584,22.630217,17.05281,17.305424,13.097517,14.23329,10.014965,12.825511,11.297919,10.958172,10.388375,8.908833,0.120358,0.20695315,0.32763213,0.20994838,0.25032848,0.18343262,0.3200158,0.38189408,0.2591459,0.35534877,0.19258894,0.20454592,0.18392363,0.24733727,0.36603177,0.22542818,0.34776732,0.22719699,0.32634512,0.38196456,0.23183487,0.376132,0.18557492,0.29476744,country
-57.927116,16.122095,-104.32959,136.42427,-20.962717,52.845562,2.0186977,20.423431,-11.615841,17.667423,-15.739913,11.050941,-11.322823,3.6751554,-6.496439,45.814037,29.693663,19.44917,14.567524,14.041719,12.999964,10.443002,8.895653,8.78351,9.982109,7.986068,8.951414,8.068373,0.45733118,0.2830208,0.29925522,0.2636023,0.35557806,0.36605185,0.35775846,0.59681284,0.40332314,0.38126603,0.2629078,0.37371728,0.32695737,0.21544525,0.28484163,0.2265995,0.28046808,0.30494088,0.22414246,0.34822822,0.2520082,0.2982482,0.20246558,0.30015215,country
-61.534878,15.490686,-124.79657,127.310844,-23.381496,47.375706,0.5761386,16.011377,-9.977922,16.199665,-16.736052,6.788447,-8.195149,3.201631,-1.599286,51.13514,27.026213,17.699215,14.436866,15.255668,14.534681,11.303584,9.492365,13.377924,10.254918,10.333463,8.573359,8.144859,0.2728614,0.26649433,0.45479342,0.34610072,0.33657306,0.3949427,0.28733268,0.3829344,0.2582892,0.37223214,0.33310437,0.2406047,0.2837178,0.22172087,0.35339072,0.29707652,0.28184786,0.35738316,0.22874708,0.35898012,0.22296038,0.33446345,0.31819737,0.2313583,country
-55.869865,16.283575,-69.83627,124.2077,-32.482372,47.6898,1.4008869,22.60084,-8.7528515,21.427229,-15.660797,15.749121,-12.432543,9.573857,-9.047071,48.38493,24.092768,18.160385,12.923056,11.184902,10.301672,12.285151,9.074407,9.449965,9.34206,8.133863,8.760153,7.3412275,0.24959199,0.2898823,0.582303,0.2523032,0.21655406,0.1878163,0.36395305,0.50418913,0.28169885,0.39422205,0.24276806,0.3438026,0.26520187,0.20174105,0.3619227,0.19443707,0.24203375,0.18206225,0.26515514,0.3420339,0.20762174,0.33758485,0.21174115,0.3376373,country
-60.75182,15.803082,-148.36998,126.86573,-19.571285,52.87677,8.581609,17.882395,-8.099402,17.780605,-15.515441,13.506864,-10.964569,9.469387,-1.9210466,61.318607,31.482262,23.143862,13.606873,14.66717,13.158221,11.957355,9.908373,9.24074,10.678738,10.118059,9.592688,8.052395,0.35502622,0.27426982,0.34452116,0.26768547,0.2955178,0.47887546,0.32771212,0.3983439,0.3701421,0.44605544,0.34833667,0.27004167,0.30394408,0.22488017,0.32312828,0.2390402,0.23229134,0.387892,0.23664345,0.33826306,0.26692525,0.33911192,0.30898654,0.24886867,country
-62.855846,15.234327,-139.56085,128.79108,-20.232744,49.427704,-2.1633627,16.994392,-8.339965,9.827165,-20.141237,2.5050964,-11.247482,3.7663152,-6.415657,45.533875,24.300951,19.196424,14.505427,13.391299,12.28806,10.192181,9.480508,8.922042,11.669634,9.119088,8.236152,9.561987,0.32353294,0.1854817,0.24050887,0.18323053,0.3011691,0.32274714,0.25861165,0.43678692,0.23551819,0.262349,0.18010005,0.3224877,0.3352417,0.19747779,0.29106385,0.18711713,0.32128483,0.36875305,0.20597906,0.38261375,0.19638129,0.31571698,0.17714874,0.33489195,country
-52.795563,15.63189,-42.18055,106.26461,-24.218506,44.675556,-12.344403,20.534286,-16.052774,18.492975,-18.786243,15.519278,-15.459702,8.954699,-9.982072,45.263153,23.960958,16.097315,12.293892,11.208378,10.044998,8.965793,8.10883,9.058025,8.32558,7.7520013,7.9642186,6.9472737,0.32060486,0.44356364,0.3225172,0.33497247,0.3181611,0.42859676,0.6385536,0.3548505,0.33873692,0.2974733,0.34246713,0.43053,0.2257603,0.31022558,0.2581891,0.2658551,0.23083879,0.27664503,0.3308447,0.23806468,0.28224418,0.25267646,0.2488704,0.32676902,country
-51.906433,12.326409,-111.09921,94.025856,12.43806,16.629438,8.12604,15.663839,-1.4103329,7.014441,0.9597831,-1.4994509,-3.0789328,-5.098986,-3.715649,66.33327,37.838726,23.715454,14.190776,12.498226,12.0239935,10.641626,9.052894,7.596912,7.453428,8.818753,8.4521475,7.2726746,0.31772602,0.39294815,0.5092094,0.43429136,0.49327216,0.48024282,0.5751982,0.4785637,0.42939883,0.41263068,0.3679241,0.45552915,0.22137481,0.27320877,0.3028293,0.2545235,0.35415334,0.2988471,0.31235164,0.27842927,0.27998808,0.32732445,0.2598649,0.28039798,disco
-43.015022,10.364564,-29.043104,51.860497,-7.5676093,21.507437,8.141379,18.118086,6.8945746,6.569047,0.71136445,11.159763,-1.816327,1.6355901,-2.5911899,33.809193,22.905075,19.464413,13.46533,8.922003,9.673929,8.735842,7.3145294,6.911191,7.7900295,6.473473,6.763771,6.5271115,0.39817706,0.32069436,0.36278656,0.45692766,0.5894337,0.41277862,0.3537509,0.38463858,0.429819,0.4682848,0.3253443,0.42416406,0.3058236,0.25765273,0.29436597,0.28800866,0.33999,0.2789711,0.25939023,0.285628,0.26757926,0.3123093,0.22448812,0.29851592,disco
-46.27914,9.230456,-53.1693,57.173725,21.160828,11.305264,18.118341,1.6628118,0.34510282,2.3239794,-5.1052694,2.747911,3.1522436,-5.5144777,-3.1615028,36.921825,16.292206,15.47381,16.22195,11.147096,9.776474,8.911348,7.119164,9.246594,7.28047,7.623035,7.180254,7.019219,0.31980315,0.31203216,0.371588,0.3714719,0.5163387,0.50701725,0.5735119,0.43117467,0.36462134,0.44412747,0.33521268,0.3970207,0.25416845,0.22447385,0.28983825,0.25790164,0.31983033,0.28351,0.31517616,0.30242947,0.2388595,0.31801683,0.23563047,0.28757647,disco
-44.1596,12.093495,-44.433094,52.32051,3.242855,43.93931,12.584177,24.506046,4.9235034,15.306514,2.041092,10.386367,-1.4623228,8.834608,0.41668227,56.20031,26.773188,25.482395,13.805929,11.267613,11.905068,7.448648,6.991671,6.121101,7.3492417,6.4240003,5.7587833,6.0309696,0.6607909,0.45809612,0.35554028,0.39239994,0.4072503,0.43124297,0.35200676,0.48512024,0.48392805,0.61469495,0.69520754,0.60572886,0.29953027,0.2446359,0.23266497,0.27241492,0.21084595,0.25825247,0.1998683,0.25532842,0.23031339,0.28621107,0.28721035,0.23225462,disco
-45.330612,10.024272,-83.5551,64.49135,5.6444173,2.7019305,0.78633976,6.165176,1.884115,1.9749736,-1.8108131,1.8658113,2.46248,-0.22272588,2.9572232,46.30978,20.143036,19.585585,13.8230095,12.937534,9.619777,8.690665,8.07504,8.846945,8.317916,8.227673,6.6934605,6.770512,0.296424,0.3480671,0.28332466,0.3724992,0.42997527,0.3213023,0.41713303,0.32015643,0.45373172,0.41620377,0.38951573,0.5371542,0.21502565,0.27505904,0.24718757,0.26161638,0.31908014,0.26081076,0.34117562,0.25100812,0.3298697,0.33718178,0.2599346,0.34111452,disco
-44.133743,11.374202,-24.816133,73.698425,-11.744494,28.304634,6.291743,2.1907134,8.419229,12.195894,-4.057585,13.498219,1.8683928,-0.9259459,0.5338902,39.33684,23.989801,17.252396,14.488456,11.138445,10.457714,10.383952,8.620484,8.218872,7.3420787,6.341902,7.556738,6.0183053,0.4608182,0.37290856,0.45280814,0.3860667,0.4969333,0.40072596,0.37628844,0.55245745,0.4851256,0.5380487,0.39453912,0.45968565,0.3184994,0.26704267,0.30521303,0.23642303,0.30195478,0.26967758,0.22314471,0.30211276,0.25680488,0.3214864,0.23834752,0.29186183,disco
-43.049583,11.493167,-14.574819,65.19933,-19.888517,31.50269,-4.8146996,11.865562,9.996404,5.960234,-3.800771,9.38057,-4.387615,3.3392262,-4.4454346,30.918417,17.09982,18.38839,15.09919,11.809202,9.171857,11.114117,8.283776,7.8661065,8.500342,7.8953624,7.9064875,6.941105,0.4509706,0.48139745,0.39704555,0.535403,0.48675805,0.33895254,0.4267207,0.52598065,0.65576535,0.41837004,0.4541507,0.5169851,0.25047678,0.29448643,0.24108775,0.2786341,0.2939261,0.21672805,0.26270184,0.25302485,0.29884014,0.24849936,0.24872354,0.30636135,disco
-47.845478,11.408645,-53.432594,56.165604,-6.3375015,31.602526,4.648096,16.339651,4.1082096,1.8778182,-0.38534978,2.498019,-0.54528874,0.9600379,0.4909867,41.965885,27.930819,18.073778,17.835247,11.471438,10.281969,9.299454,9.422921,7.610934,6.982025,7.6709585,7.0194464,6.4465923,0.43320757,0.48304316,0.35722813,0.34059542,0.44472715,0.41409263,0.4180947,0.3551178,0.47279277,0.5631661,0.41952133,0.4774111,0.29542512,0.31011635,0.25053155,0.24386981,0.30099773,0.27573863,0.29947186,0.23720817,0.25940955,0.3233598,0.2433192,0.31661865,disco
-47.794678,12.021031,-32.569878,65.0363,-26.761168,30.300568,5.697337,11.660783,-2.227687,10.421783,-2.373412,5.365475,-3.8786154,-0.86318016,-0.21064356,40.138233,20.354898,19.563644,14.676722,12.788326,11.149329,11.739528,8.989001,9.786857,8.638939,9.911303,7.648559,8.221028,0.42070302,0.49952254,0.39799485,0.44637772,0.38258365,0.5157536,0.4917932,0.41706282,0.57719094,0.45680463,0.45252132,0.3931781,0.29589686,0.31240383,0.26005217,0.30562958,0.25977942,0.2996286,0.30356863,0.27472964,0.31338617,0.2789397,0.28830072,0.27290016,disco
-41.81297,12.402836,-68.92689,63.11763,-15.855327,28.002327,8.173503,7.323385,-4.9316792,9.490029,-0.97404903,-1.5963366,-6.184394,-3.936597,-1.1669567,64.30405,24.931871,23.181719,12.481047,12.329563,8.570985,7.946783,6.348373,7.1073194,7.547394,7.432956,7.0655627,6.855133,0.5565849,0.4800019,0.57228863,0.49309745,0.3801826,0.5343369,0.3870204,0.38592485,0.28994474,0.3031239,0.4446344,0.47897384,0.31360385,0.24518119,0.32150206,0.27760223,0.21479294,0.30537194,0.22474654,0.26161852,0.2095826,0.22765718,0.28440753,0.2709409,disco
-44.485832,10.871134,-6.765201,61.12943,-16.672163,27.438726,7.734437,16.013573,4.646263,11.445981,0.34369338,9.835787,3.1894264,5.0318027,-1.8564007,34.234386,19.555384,17.194012,11.314834,12.362333,9.789664,10.230884,8.426724,7.8666835,7.621766,7.0187364,8.087496,7.132415,0.43995807,0.45495567,0.3916278,0.4688421,0.42471647,0.50137216,0.39250034,0.38256162,0.49899513,0.42088136,0.48987868,0.38589734,0.31178242,0.3148871,0.24833488,0.3206208,0.26244307,0.3195935,0.2706344,0.25941044,0.30749747,0.26986945,0.34359252,0.2675757,disco
-46.997524,9.869596,-41.315147,62.78868,7.3239303,12.122529,6.358506,9.253,3.0642164,13.849786,0.1527455,8.056879,-2.6997387,-7.2205553,-3.241377,38.863003,22.76537,18.871994,13.190077,10.338023,11.621444,11.117312,8.681697,8.464259,7.775439,8.391665,7.8140717,6.579535,0.35473412,0.26683465,0.2646497,0.28719425,0.3309382,0.26033425,0.27287236,0.45595947,0.4710042,0.61625737,0.48626158,0.41537628,0.31444624,0.26004252,0.26361454,0.28598025,0.2846492,0.24440302,0.23112811,0.31423852,0.26489994,0.35120016,0.29511878,0.26739344,disco
-48.1207,11.623493,-57.95559,68.42821,-15.22662,23.414103,14.886024,13.217155,2.1807866,12.793449,0.04898043,12.763609,0.007023705,3.38002,0.8436664,48.62454,25.926382,19.451168,15.252515,11.5664835,12.300434,9.446549,8.744262,9.763048,8.041109,8.48753,7.505668,7.3508754,0.5504569,0.42339,0.37314466,0.34859118,0.41133985,0.34198642,0.34158835,0.48050672,0.46191862,0.52255857,0.4280721,0.45688117,0.3587841,0.28147438,0.2808704,0.2637289,0.29445162,0.27515936,0.2534802,0.31381518,0.28159255,0.3260436,0.27577233,0.3105966,disco
-43.54102,9.9777155,-40.076862,56.219807,23.692863,31.939533,2.454801,2.5702765,-2.4864347,3.1007562,1.8817092,3.3470368,-0.0018148872,-1.5163457,-2.4515193,51.29733,20.141586,17.52793,14.478548,10.653558,10.616654,10.955005,7.4652534,9.842445,8.086873,6.706346,7.2231307,6.4362965,0.26904446,0.3115397,0.38584474,0.4176819,0.5815198,0.4950425,0.47328582,0.48103747,0.44396183,0.45865396,0.3594038,0.38207805,0.18390988,0.22758225,0.27701426,0.24535339,0.32289776,0.28205442,0.32039893,0.31812465,0.2559666,0.3258317,0.23391257,0.25627545,disco
-41.5805,10.351617,-23.927666,61.220757,-0.9586992,25.331015,0.39423478,6.0302544,2.4890819,6.1891923,-0.3292669,9.696876,-5.5078354,1.0618184,-2.4369652,32.494637,19.231703,13.169732,10.753073,8.341041,9.081339,7.4817395,6.1874733,7.7263446,8.258093,6.731968,6.239838,6.9655643,0.55214745,0.3281585,0.29118687,0.38045132,0.41945192,0.6166234,0.42800346,0.41209862,0.4307481,0.40844312,0.55469674,0.41255212,0.33203587,0.2290738,0.19374435,0.28127325,0.23085293,0.29944214,0.24803506,0.24036792,0.2767019,0.23424621,0.31353492,0.20769922,disco
-50.685936,12.215494,-46.76279,103.70078,22.126633,9.2237015,2.2584798,-4.7948837,4.798996,0.9515381,-9.411774,-1.0667284,-0.8673274,-5.279599,-1.7630394,50.205822,29.798609,19.977474,13.596404,12.046506,10.683828,11.907241,7.5182643,7.6556296,9.350544,7.737514,7.059998,7.731306,0.39262027,0.3219159,0.46536702,0.39072904,0.51915884,0.3971122,0.45207527,0.47867763,0.29876208,0.44640064,0.31371644,0.5006524,0.2537782,0.22569935,0.31240535,0.27706596,0.30572733,0.25879103,0.28911546,0.30861473,0.17398089,0.3153853,0.18893714,0.3140762,disco
